vorname;anzahl;geschlecht;position
Romina;1;w;2
Ronja;1;w;2
Rosalja;1;w;2
Salome;1;w;2
Samira;1;w;2
Sandra;1;w;2
Selena;1;w;2
Sofie;1;w;2
Solveig;1;w;2
Stephanie;1;w;2
Sylvia;1;w;2
Tessa;1;w;2
Thalia;1;w;2
Thekla;1;w;2
Tiara;1;w;2
Una;1;w;2
Valentina;1;w;2
Viktoria;1;w;2
Viola;1;w;2
Vivien;1;w;2
Vivienne;1;w;2
Willi;1;w;2
Yalchin;1;w;2
Yazmin;1;w;2
Yonkova;1;w;2
Yonna;1;w;2
Yvonne;1;w;2
Zawadi;1;w;2
Zelda;1;w;2
Zerya;1;w;2
Elisabeth;3;w;3
Maria;3;w;3
Brigitte;2;w;3
Charlotte;2;w;3
Ghuman;2;w;3
Irmgard;2;w;3
Margarete;2;w;3
Adriana;1;w;3
Albertina;1;w;3
Alev;1;w;3
Antje;1;w;3
Caroli;1;w;3
Christa;1;w;3
Emily;1;w;3
Emmy;1;w;3
Hannah;1;w;3
Heike;1;w;3
Ilona;1;w;3
Ingrid;1;w;3
Joleé;1;w;3
Karin;1;w;3
Kyra;1;w;3
Leonore;1;w;3
Lotte;1;w;3
Margot;1;w;3
Marguerite;1;w;3
Martina;1;w;3
Mbah;1;w;3
Melanie;1;w;3
Mischa;1;w;3
Nadja;1;w;3
Naoko;1;w;3
Oliv;1;w;3
Olivia;1;w;3
Pia;1;w;3
Ruth;1;w;3
Sabine;1;w;3
Silvia;1;w;3
Soraja;1;w;3
Tram;1;w;3
Lif;1;w;4
Sigrid;1;w;4
