vorname;anzahl;geschlecht;position
Cornelius;2;m;1
Cosmo;2;m;1
Damien;2;m;1
Danis;2;m;1
Dario;2;m;1
Darko;2;m;1
Dean;2;m;1
Denis;2;m;1
Deniz;2;m;1
Dennis;2;m;1
Dorian;2;m;1
Eddie;2;m;1
Eduard;2;m;1
Elijah;2;m;1
Elind;2;m;1
Elliot;2;m;1
Elmar;2;m;1
Emre;2;m;1
Enes;2;m;1
Ertuğrul;2;m;1
Fabio;2;m;1
Felipe;2;m;1
Flavio;2;m;1
Franz;2;m;1
Giovanni;2;m;1
Giulio;2;m;1
Hannes;2;m;1
Hanno;2;m;1
Haydar;2;m;1
Henrik;2;m;1
Ian;2;m;1
Idris;2;m;1
Ilan;2;m;1
Ilias;2;m;1
Ilija;2;m;1
Ilja;2;m;1
Jack;2;m;1
Jackson;2;m;1
Jacob;2;m;1
Jafar;2;m;1
Jake;2;m;1
Jalil;2;m;1
James;2;m;1
Jannes;2;m;1
Jannik;2;m;1
Joschka;2;m;1
Joschua;2;m;1
Josef;2;m;1
Joud;2;m;1
Kacper;2;m;1
Kaleb;2;m;1
Karlo;2;m;1
Kerim;2;m;1
Konrad;2;m;1
Kuno;2;m;1
Kurt;2;m;1
Kuzey;2;m;1
Leandro;2;m;1
Leif;2;m;1
Lennard;2;m;1
Lenny;2;m;1
Leonhard;2;m;1
Leonidas;2;m;1
Levin;2;m;1
Lewis;2;m;1
Malek;2;m;1
Manuel;2;m;1
Marco;2;m;1
Marius;2;m;1
Mathis;2;m;1
Mattia;2;m;1
Melih;2;m;1
Miguel;2;m;1
Mikael;2;m;1
Mike;2;m;1
Mikolaj;2;m;1
Musa;2;m;1
Nael;2;m;1
Nevio;2;m;1
Nico;2;m;1
Nikolaos;2;m;1
Nikolas;2;m;1
Nivan;2;m;1
Noel;2;m;1
Nolan;2;m;1
Nour;2;m;1
Nuri;2;m;1
Omer;2;m;1
Peter;2;m;1
Petr;2;m;1
Phillip;2;m;1
Pino;2;m;1
Rami;2;m;1
Riccardo;2;m;1
Rio;2;m;1
Roman;2;m;1
Rudi;2;m;1
Salah;2;m;1
Salvatore;2;m;1
Samet;2;m;1
Samir;2;m;1
Semih;2;m;1
Seyit;2;m;1
Simeon;2;m;1
Stellan;2;m;1
Talha;2;m;1
Thabo;2;m;1
Thiago;2;m;1
Thomas;2;m;1
Tibet;2;m;1
Till;2;m;1
Tony;2;m;1
Victor;2;m;1
Wim;2;m;1
Yakub;2;m;1
Yakup;2;m;1
Yannick;2;m;1
Yasir;2;m;1
Yavuz;2;m;1
Yazan;2;m;1
Yousef;2;m;1
Zain;2;m;1
Aarón;1;m;1
Abbas;1;m;1
Abbass;1;m;1
Abdelmalek;1;m;1
Abdul;1;m;1
Abdulkarim;1;m;1
Abdullah;1;m;1
Abdulwahab;1;m;1
Abed;1;m;1
Abuzer;1;m;1
Achille;1;m;1
Adel;1;m;1
Adi;1;m;1
Aeneas;1;m;1
Afrahim;1;m;1
Agambir;1;m;1
Aidan;1;m;1
Aihan;1;m;1
Aland;1;m;1
Albert;1;m;1
Aleksander;1;m;1
Alessandro;1;m;1
Alexandros-Aggelos;1;m;1
Alexey;1;m;1
Alexis;1;m;1
Alhaji;1;m;1
Alican;1;m;1
Alihan;1;m;1
Alisina;1;m;1
Alix;1;m;1
Almedin;1;m;1
Alparslan;1;m;1
Alpaslan;1;m;1
Alpay;1;m;1
Alper;1;m;1
Alvar;1;m;1
Alvin;1;m;1
Alwin;1;m;1
Amanual;1;m;1
Amaël;1;m;1
Amer;1;m;1
Ammar;1;m;1
Amon;1;m;1
Amro;1;m;1
Amé;1;m;1
Anas;1;m;1
Andreas;1;m;1
Andria;1;m;1
Anes;1;m;1
Angel;1;m;1
Angelo;1;m;1
Anis;1;m;1
Anna;1;m;1
Anrai;1;m;1
Anteo;1;m;1
Anthony;1;m;1
Antoni;1;m;1
Antun;1;m;1
António;1;m;1
Anuar;1;m;1
Apollonas;1;m;1
Aram;1;m;1
Arda;1;m;1
Ardian;1;m;1
Areldi;1;m;1
Aren;1;m;1
Ariel;1;m;1
Aris;1;m;1
Ariyan;1;m;1
Arjen;1;m;1
Arnel;1;m;1
Arnis;1;m;1
Arvid;1;m;1
Aslan;1;m;1
Aslı;1;m;1
Atakan;1;m;1
Athanasios;1;m;1
Augustin;1;m;1
Aurelius;1;m;1
Aurian;1;m;1
Avan;1;m;1
Avi;1;m;1
Avidan;1;m;1
Avin;1;m;1
Avî;1;m;1
Ayaz;1;m;1
Aydin;1;m;1
Aylan;1;m;1
Azam;1;m;1
Azgiiv;1;m;1
Badiss;1;m;1
Bae-Jun;1;m;1
Bahaa;1;m;1
Bai;1;m;1
Bao;1;m;1
Baran;1;m;1
Barış;1;m;1
Barry;1;m;1
Bashir;1;m;1
Bassam;1;m;1
Bassem;1;m;1
Bastian;1;m;1
Batıhan;1;m;1
Batuhan;1;m;1
Batuğ;1;m;1
Bela;1;m;1
Ben-Joska;1;m;1
Ben-Luca;1;m;1
Benian;1;m;1
Benicio;1;m;1
Benito;1;m;1
Benjamin-Gerard;1;m;1
Benji;1;m;1
Benni;1;m;1
Bente;1;m;1
Ber;1;m;1
Berat;1;m;1
Berzan;1;m;1
Bibars;1;m;1
Bob;1;m;1
Bobby;1;m;1
Bolin;1;m;1
Borislav;1;m;1
Brain;1;m;1
Brandon;1;m;1
Brian;1;m;1
Bruce;1;m;1
Bulut;1;m;1
Bắc;1;m;1
Cadiz;1;m;1
Caesar;1;m;1
Caio;1;m;1
Callan;1;m;1
Can-Nail;1;m;1
Cansel;1;m;1
Carl-Adam;1;m;1
Carmelo;1;m;1
Cedric;1;m;1
Charis;1;m;1
Charly;1;m;1
Chinedu;1;m;1
Christopher;1;m;1
Christos;1;m;1
Cihan;1;m;1
Claas;1;m;1
Clay;1;m;1
Clemens;1;m;1
Colin;1;m;1
Confidence;1;m;1
Connor;1;m;1
Cristi;1;m;1
Daimien;1;m;1
Dajen;1;m;1
Dang;1;m;1
Danilo;1;m;1
Danny;1;m;1
Dante;1;m;1
Darian;1;m;1
Darius;1;m;1
Dariusz;1;m;1
Darrel;1;m;1
Dastan;1;m;1
Daven;1;m;1
David-Gabriel;1;m;1
Davin;1;m;1
Davis;1;m;1
Davud;1;m;1
Davut;1;m;1
Dawid;1;m;1
Dawoud;1;m;1
Denny;1;m;1
Deven;1;m;1
Devran;1;m;1
Dewrêş;1;m;1
Diam;1;m;1
Dimitrios;1;m;1
Djameel;1;m;1
Dominic;1;m;1
Dominik;1;m;1
Dragosch;1;m;1
Duc;1;m;1
Dwayne-Jaxon;1;m;1
Dylan;1;m;1
Eden;1;m;1
Edi;1;m;1
Ediz;1;m;1
Edward;1;m;1
Edwin-Florian;1;m;1
Eero;1;m;1
Efza;1;m;1
Ege;1;m;1
Egon;1;m;1
Eithan;1;m;1
Ektoras;1;m;1
Elayas;1;m;1
Eliah;1;m;1
Elias-Joel;1;m;1
Elija;1;m;1
Elijas;1;m;1
Elio;1;m;1
Eliot;1;m;1
Elisei;1;m;1
Elián;1;m;1
Elsan;1;m;1
Elvan;1;m;1
Emanuel;1;m;1
Emcey;1;m;1
Emilias;1;m;1
Emilius;1;m;1
Emir-Kaan;1;m;1
Emory;1;m;1
Emran;1;m;1
Enea;1;m;1
Eneas;1;m;1
Eneko;1;m;1
Enio;1;m;1
Ennio;1;m;1
Enrico;1;m;1
Enu;1;m;1
Enver;1;m;1
Enzo;1;m;1
Ephraim;1;m;1
Ersan;1;m;1
Ertugrul;1;m;1
Es-Eldin;1;m;1
Essa;1;m;1
Etienne;1;m;1
Eto;1;m;1
Evanas;1;m;1
Ezra;1;m;1
Fabritio;1;m;1
Falk;1;m;1
Farbod;1;m;1
Fares;1;m;1
Farouk;1;m;1
Fatih;1;m;1
Fatlum;1;m;1
Fatmir;1;m;1
Fedli;1;m;1
Fernando;1;m;1
Ferris;1;m;1
Fil;1;m;1
Finian;1;m;1
Finjan;1;m;1
Finjo;1;m;1
Finn-Frederik;1;m;1
Fırat;1;m;1
Fjodor;1;m;1
Florin;1;m;1
Floris;1;m;1
Francisco;1;m;1
Franciszek;1;m;1
Fred;1;m;1
Frederick;1;m;1
Fridolin;1;m;1
Furat;1;m;1
Furkan;1;m;1
Gabrijel;1;m;1
Gad;1;m;1
Gais;1;m;1
Gaith;1;m;1
Gajendra;1;m;1
Galliano;1;m;1
Gani;1;m;1
Gauad;1;m;1
Gentian;1;m;1
Georg;1;m;1
Georgios;1;m;1
Gheorghi;1;m;1
Gianluca;1;m;1
Gioele;1;m;1
Giorgio;1;m;1
Giuliano;1;m;1
Go;1;m;1
Golden-God;1;m;1
Gregor;1;m;1
Grischka;1;m;1
Guan;1;m;1
Gunnar;1;m;1
Guo-Zheng;1;m;1
Habib;1;m;1
Hajar;1;m;1
Hajo;1;m;1
Hakam;1;m;1
Halid;1;m;1
Halil;1;m;1
Halvar;1;m;1
Harry;1;m;1
Harun;1;m;1
Hauke;1;m;1
Hazir;1;m;1
Hektor;1;m;1
Helge;1;m;1
Henk;1;m;1
Henning;1;m;1
Henryk;1;m;1
Henryk-Josua;1;m;1
Hizir;1;m;1
Hotte;1;m;1
Iason;1;m;1
İbrahim;1;m;1
Ibrahima;1;m;1
Idas;1;m;1
Igor;1;m;1
Ihsan;1;m;1
Ijeoma;1;m;1
Ila;1;m;1
Ilaija;1;m;1
Ilhan;1;m;1
Iliya;1;m;1
İlkay-Tuncer;1;m;1
İlter;1;m;1
Ilya;1;m;1
Imari;1;m;1
Immanuel;1;m;1
Inan;1;m;1
Ioane;1;m;1
Irfan;1;m;1
İrfan;1;m;1
Isa-Dağistan;1;m;1
Ishan;1;m;1
Ismael;1;m;1
Israel;1;m;1
Ivan;1;m;1
Ivo;1;m;1
Iván;1;m;1
Iyad-Ghazi;1;m;1
Iyed;1;m;1
Jaber;1;m;1
Jad-Prince;1;m;1
Jahmil;1;m;1
Jaku;1;m;1
Jalal;1;m;1
Jamen;1;m;1
Jamie;1;m;1
Jamil;1;m;1
Jan-Henrik;1;m;1
Janek;1;m;1
Jano;1;m;1
Jarek;1;m;1
Jari;1;m;1
Jarik;1;m;1
Jarno;1;m;1
Jasin;1;m;1
Jason;1;m;1
Javo;1;m;1
Jawad;1;m;1
Jayce;1;m;1
Jaycob;1;m;1
Jayden;1;m;1
Jean-Paul;1;m;1
Jebril;1;m;1
Jed;1;m;1
Jedidiah;1;m;1
Jenke;1;m;1
Jeremy;1;m;1
Jerome;1;m;1
Jesper;1;m;1
Jibrael;1;m;1
Jin;1;m;1
Johannis;1;m;1
Johnny;1;m;1
Jonne;1;m;1
Jorek;1;m;1
Jorik;1;m;1
Joscha;1;m;1
Joschi;1;m;1
Josua;1;m;1
José;1;m;1
Juan;1;m;1
Juliana;1;m;1
Julien;1;m;1
Julijan;1;m;1
Junes;1;m;1
Junus;1;m;1
Justis;1;m;1
Juval;1;m;1
Jyad;1;m;1
Kadir;1;m;1
Kaito;1;m;1
Kalab;1;m;1
Kamber;1;m;1
Kamil;1;m;1
Karam;1;m;1
Kareem;1;m;1
Karl-Jonathan;1;m;1
Kartik;1;m;1
Kasim;1;m;1
Kaspar;1;m;1
Kayhan;1;m;1
Kazimierz;1;m;1
Keanu;1;m;1
Kenny;1;m;1
Kenzo;1;m;1
Kepa;1;m;1
Keyan;1;m;1
Khalil;1;m;1
Khan;1;m;1
Kimi;1;m;1
Kiril;1;m;1
Kiru;1;m;1
Kit;1;m;1
Kizua;1;m;1
Klaas;1;m;1
Kolja;1;m;1
Kolo;1;m;1
Konny;1;m;1
Koray;1;m;1
Kornel;1;m;1
Krasimir;1;m;1
Kristian;1;m;1
Krystian;1;m;1
Ksawery;1;m;1
Kubilay;1;m;1
Kurdo;1;m;1
Kusai;1;m;1
Kuzeykan;1;m;1
Laeith;1;m;1
Laith;1;m;1
Lars;1;m;1
Latif;1;m;1
Laurenz;1;m;1
Laurin;1;m;1
Lawand;1;m;1
Lawran;1;m;1
Layth;1;m;1
Ledion;1;m;1
Ledri;1;m;1
Lemar;1;m;1
Lenn;1;m;1
Lennert;1;m;1
Lenni;1;m;1
Lenz;1;m;1
Leonel;1;m;1
Leonis;1;m;1
Leto;1;m;1
Leve;1;m;1
Levian;1;m;1
Levy;1;m;1
Lewin;1;m;1
Leyan;1;m;1
León;1;m;1
Liam-Alexander;1;m;1
Liano;1;m;1
Lias;1;m;1
Lijan;1;m;1
Linnéo;1;m;1
Lion;1;m;1
Liron;1;m;1
Lloyd;1;m;1
Loméo;1;m;1
Loran;1;m;1
Lorenz;1;m;1
Loris;1;m;1
Louan;1;m;1
Louie;1;m;1
Louis-Anthony;1;m;1
Loukia;1;m;1
Lounes;1;m;1
Luciano;1;m;1
Ludwig;1;m;1
Luey;1;m;1
Luk;1;m;1
Lukman;1;m;1
Lunis;1;m;1
Lusion;1;m;1
Lux;1;m;1
Luz;1;m;1
Léan;1;m;1
Léo;1;m;1
Léon;1;m;1
Maaz;1;m;1
Maddox;1;m;1
Magd;1;m;1
Mahmut;1;m;1
Mailo;1;m;1
Maksim;1;m;1
Maleo;1;m;1
Malte;1;m;1
Malwin;1;m;1
Mamoun;1;m;1
Manaia;1;m;1
Marc;1;m;1
Marcelo-Yakez;1;m;1
Marcos;1;m;1
Marcus;1;m;1
Marek;1;m;1
Mario;1;m;1
Marko;1;m;1
Markus;1;m;1
Marlin;1;m;1
Marlo;1;m;1
Marlowe;1;m;1
Maro;1;m;1
Marten;1;m;1
Marti;1;m;1
Martino;1;m;1
Martí;1;m;1
Marvi;1;m;1
Marwin;1;m;1
Mason;1;m;1
Matai;1;m;1
Mathis-Lev;1;m;1
Mathèo;1;m;1
Mati;1;m;1
Matteo-Emilio;1;m;1
Matteo-René;1;m;1
Matthew;1;m;1
Matthis;1;m;1
Matthäus;1;m;1
Mattis-Moritz;1;m;1
Matysek;1;m;1
Matéo;1;m;1
Maurizio;1;m;1
Maximillian;1;m;1
Maxím;1;m;1
Mayson;1;m;1
Mazen;1;m;1
Maël;1;m;1
Mees;1;m;1
Mehdi;1;m;1
Melid;1;m;1
Melvin;1;m;1
Memet;1;m;1
Menua;1;m;1
Meo-Finn;1;m;1
Mervan;1;m;1
Mete;1;m;1
Metin;1;m;1
Meysam;1;m;1
Michel;1;m;1
Michele;1;m;1
Midas;1;m;1
Mikaîl;1;m;1
Miko;1;m;1
Mikołaj;1;m;1
Mikuláš;1;m;1
Milan-Alessio;1;m;1
Miljan;1;m;1
Milkiyas;1;m;1
Minho;1;m;1
Mion;1;m;1
Mirai;1;m;1
Miraç;1;m;1
Mirek;1;m;1
Miro;1;m;1
Mirza;1;m;1
Mohamed-Ali;1;m;1
Mohammad-Ali;1;m;1
Mohinder;1;m;1
Mohssen;1;m;1
Moise;1;m;1
Moritz-Levi;1;m;1
Mory;1;m;1
Moses;1;m;1
Mouhamed;1;m;1
Mounir;1;m;1
Moussa;1;m;1
Muaz;1;m;1
Mueteheno;1;m;1
Muhammad-Issa;1;m;1
Muhsin;1;m;1
Mussa;1;m;1
Mylow;1;m;1
Naeem;1;m;1
Nahid;1;m;1
Nana;1;m;1
Nasser;1;m;1
Navid;1;m;1
Nazeer;1;m;1
Nazim;1;m;1
Neal;1;m;1
Nebi;1;m;1
Nelio;1;m;1
Neo;1;m;1
Nesta;1;m;1
Neville;1;m;1
Nevin;1;m;1
Nevis;1;m;1
Nećad;1;m;1
Niam;1;m;1
Nias;1;m;1
Nicanor;1;m;1
Niccolò;1;m;1
Nick;1;m;1
Nicklas;1;m;1
Nicola;1;m;1
Nicolai;1;m;1
Nicolás;1;m;1
Nicolò;1;m;1
Nikitas;1;m;1
Niko;1;m;1
Nikola;1;m;1
Nikolai;1;m;1
Nikoloz;1;m;1
Nilson;1;m;1
Nizar;1;m;1
Noam;1;m;1
Noar;1;m;1
Nobu;1;m;1
Norwin;1;m;1
Noy;1;m;1
Noyan;1;m;1
Noélan;1;m;1
Noël;1;m;1
Nurul;1;m;1
Oday;1;m;1
Olaf;1;m;1
Oska;1;m;1
Osman;1;m;1
Otho;1;m;1
Otto;1;m;1
Ousman;1;m;1
Ouwais;1;m;1
Pablo;1;m;1
Parker;1;m;1
Paul-Finnegan;1;m;1
Paul-Patrick;1;m;1
Paule;1;m;1
Pepe;1;m;1
Per;1;m;1
Petros;1;m;1
Phil;1;m;1
Phoenix;1;m;1
Phumtham;1;m;1
Pieter;1;m;1
Piyathat;1;m;1
Platon;1;m;1
Pontus;1;m;1
Poyraz;1;m;1
Qais;1;m;1
Qusay;1;m;1
Quốc;1;m;1
Raffael;1;m;1
Rahim-Riza;1;m;1
Ramazan;1;m;1
Ramon;1;m;1
Raphaèl;1;m;1
Rasmus;1;m;1
Rayhan;1;m;1
Raymond;1;m;1
Reda;1;m;1
Redjep;1;m;1
Rehan;1;m;1
Remus;1;m;1
Reto;1;m;1
Reyansh;1;m;1
Ricardo;1;m;1
Rico;1;m;1
Rida;1;m;1
Ridha;1;m;1
Rion;1;m;1
Robel;1;m;1
Robert-Yanis;1;m;1
Rohat;1;m;1
Rojhat;1;m;1
Romeo;1;m;1
Ron;1;m;1
Roni;1;m;1
Rui;1;m;1
Rumo;1;m;1
Ryan;1;m;1
Ryō;1;m;1
Saad;1;m;1
Saber;1;m;1
Sabian;1;m;1
Sabri;1;m;1
Sahil;1;m;1
Saied;1;m;1
Salahuddin;1;m;1
Saleef;1;m;1
Saleh;1;m;1
Sali;1;m;1
Salih;1;m;1
Salim;1;m;1
Samu;1;m;1
Samí;1;m;1
San;1;m;1
Sander;1;m;1
Sanu;1;m;1
Sarp;1;m;1
Savaş;1;m;1
Sayed;1;m;1
Sayedna;1;m;1
Schechmus;1;m;1
Sefa;1;m;1
Sem;1;m;1
Semir;1;m;1
Seppo;1;m;1
Seyed;1;m;1
Seyhan;1;m;1
Seyyid;1;m;1
Seyyid-Gökhan;1;m;1
Shajilesh;1;m;1
Shane;1;m;1
Shezin;1;m;1
Sidy;1;m;1
Siem;1;m;1
Silas;1;m;1
Simón;1;m;1
Sirac;1;m;1
Slobodan;1;m;1
Sofian-Emin;1;m;1
Sophan;1;m;1
Souleymane;1;m;1
Stepan;1;m;1
Steve;1;m;1
Steven;1;m;1
Stian;1;m;1
Stuart;1;m;1
Stéfan;1;m;1
Sufyan;1;m;1
Suhaib;1;m;1
Suleiman;1;m;1
Sultan;1;m;1
Szymon;1;m;1
Taavi;1;m;1
Tadeo;1;m;1
Tae-Han;1;m;1
Tahir;1;m;1
Taio;1;m;1
Takeo;1;m;1
Tamio;1;m;1
Tamme;1;m;1
Taner;1;m;1
Tanne;1;m;1
Tansen;1;m;1
Tarek;1;m;1
Tarik;1;m;1
Taro;1;m;1
Tavian;1;m;1
Taylan;1;m;1
Teo;1;m;1
Teoman;1;m;1
Tewodros;1;m;1
Thaddeus;1;m;1
Thees;1;m;1
Theon;1;m;1
Thomes;1;m;1
Thorin;1;m;1
Tiam;1;m;1
Tibor;1;m;1
Timofej;1;m;1
Timofejs;1;m;1
Timofey;1;m;1
Timon;1;m;1
Timotheus;1;m;1
Timuçin;1;m;1
Tinko;1;m;1
Tino;1;m;1
Tiêń;1;m;1
Tjade;1;m;1
Tjard;1;m;1
Tjark;1;m;1
Tjarven;1;m;1
Tolga;1;m;1
Tomeu;1;m;1
Tommi;1;m;1
Tommy;1;m;1
Treyven;1;m;1
Tristán;1;m;1
Trọng;1;m;1
Tuna;1;m;1
Turan;1;m;1
Tymon;1;m;1
Tyrese;1;m;1
Tyrique;1;m;1
Tyron;1;m;1
Ulaş;1;m;1
Valentino;1;m;1
Valerian;1;m;1
Vasile;1;m;1
Vassili;1;m;1
Veysel;1;m;1
Vide;1;m;1
Vinzent;1;m;1
Vito;1;m;1
Vitus;1;m;1
Vlad;1;m;1
Vlado;1;m;1
Vu;1;m;1
Vukašin;1;m;1
Vũ;1;m;1
Waddah;1;m;1
Wafo;1;m;1
Ward;1;m;1
Wendelin;1;m;1
Wes;1;m;1
Wiktor;1;m;1
Wilhelm;1;m;1
Willem;1;m;1
Willi;1;m;1
Willm;1;m;1
Wisdom;1;m;1
Wissam;1;m;1
Wyatt-Tadhg;1;m;1
Xaver;1;m;1
Xaver-Lennet;1;m;1
Yafes;1;m;1
Yago;1;m;1
Yahya;1;m;1
Yamen;1;m;1
Yann-Cédric;1;m;1
Yari;1;m;1
Yaron;1;m;1
Yaseen;1;m;1
Yasin-Kamil;1;m;1
Yassen;1;m;1
Yasser;1;m;1
Yeiden;1;m;1
Yekta;1;m;1
Yeonu;1;m;1
Yigit-Efe;1;m;1
Yildiray;1;m;1
Yiğit-Kemal;1;m;1
Yiğithan-Miran;1;m;1
Yona;1;m;1
Yool;1;m;1
Younis;1;m;1
Yru;1;m;1
Yuliyan;1;m;1
Yunam;1;m;1
Yunes;1;m;1
Yusef;1;m;1
Zackary;1;m;1
Zaidoun;1;m;1
Zayd;1;m;1
Zechariah;1;m;1
Zeid;1;m;1
Zeno;1;m;1
Zeus;1;m;1
Ziad;1;m;1
Zinaldin;1;m;1
Zineddin;1;m;1
Zixuan;1;m;1
Ziyad;1;m;1
Zora;1;m;1
Zudeis;1;m;1
Zuheir;1;m;1
Zulfikar;1;m;1
Çağatay;1;m;1
Çinar;1;m;1
Ümmet;1;m;1
Şükrü;1;m;1
Alexander;35;m;2
Maximilian;30;m;2
Elias;18;m;2
Paul;16;m;2
Louis;15;m;2
